CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
47162437,06/07/2008,15:00:00,06/11/2008,00:50:00,114.0,06/11/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008862.0,217337.0,(null),(null),(null),,40.763185,-73.911152,"(40.763185, -73.911152)",PATROL BORO QUEENS NORTH,(null),25-44,WHITE,M
45819395,04/17/2008,17:00:00,04/17/2008,17:10:00,40.0,04/17/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),774,1008836.0,237829.0,25-44,BLACK,M,,40.819427,-73.911171,"(40.819427, -73.911171)",PATROL BORO BRONX,(null),25-44,BLACK,F
37814373,01/17/2008,22:30:00,01/17/2008,22:57:00,25.0,01/17/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000772.0,230366.0,(null),(null),(null),,40.798963,-73.940324,"(40.798963, -73.940324)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
44734370,03/22/2008,10:00:00,03/22/2008,11:51:00,32.0,03/22/2008,117,DANGEROUS DRUGS,510.0,"CONTROLLED SUBSTANCE, INTENT T",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),47103,1000867.0,237257.0,(null),(null),(null),,40.817876,-73.939965,"(40.817876, -73.939965)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,F
45877615,04/21/2008,21:10:00,04/21/2008,21:20:00,42.0,04/21/2008,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008690.0,238862.0,(null),(null),(null),,40.8222710411331,-73.911697780277,"(40.8222710411331, -73.911697780277)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,F
37815109,01/17/2008,20:00:00,01/17/2008,20:05:00,70.0,01/17/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CANDY STORE,N.Y. POLICE DEPT,0,(null),(null),(null),993436.0,169796.0,(null),(null),(null),,40.632723,-73.966903,"(40.632723, -73.966903)",PATROL BORO BKLYN SOUTH,(null),18-24,ASIAN / PACIFIC ISLANDER,M
53960875,11/11/2008,18:10:00,11/11/2008,18:34:00,73.0,11/11/2008,359,OFFENSES AGAINST PUBLIC ADMINI,750.0,RESISTING ARREST,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008949.0,180854.0,(null),(null),(null),,40.663046,-73.910971,"(40.663046, -73.910971)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
45298691,04/04/2008,02:00:00,04/04/2008,03:10:00,17.0,04/04/2008,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),992795.0,213205.0,18-24,WHITE,M,,40.751873,-73.969157,"(40.751873, -73.969157)",PATROL BORO MAN SOUTH,(null),25-44,WHITE,F
51658110,09/24/2008,13:40:00,,(null),40.0,09/24/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008362.0,233149.0,25-44,BLACK,M,,40.806585,-73.912901,"(40.806585, -73.912901)",PATROL BORO BRONX,(null),18-24,BLACK HISPANIC,F
44617968,03/17/2008,08:00:00,,(null),17.0,03/17/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),992919.0,215671.0,(null),(null),(null),,40.75864,-73.968707,"(40.75864, -73.968707)",PATROL BORO MAN SOUTH,(null),25-44,BLACK,M
51269988,09/06/2008,08:25:00,,(null),40.0,09/10/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005945.0,235372.0,(null),(null),(null),,40.812693,-73.921623,"(40.812693, -73.921623)",PATROL BORO BRONX,(null),25-44,BLACK,F
47990206,07/04/2008,11:20:00,07/04/2008,11:20:00,73.0,07/04/2008,105,ROBBERY,366.0,"ROBBERY,BICYCLE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1008895.0,181134.0,(null),(null),(null),,40.66381337,-73.91116719,"(40.66381337, -73.91116719)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE HISPANIC,M
48248623,07/09/2008,08:00:00,07/09/2008,14:50:00,17.0,07/09/2008,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),993161.0,214643.0,(null),UNKNOWN,(null),,40.755818,-73.967836,"(40.755818, -73.967836)",PATROL BORO MAN SOUTH,(null),45-64,WHITE,M
47835781,06/28/2008,10:35:00,,(null),40.0,06/28/2008,359,OFFENSES AGAINST PUBLIC ADMINI,744.0,BAIL JUMPING 3,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1005284.0,234237.0,(null),(null),(null),,40.809579,-73.924015,"(40.809579, -73.924015)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
44774573,03/21/2008,23:20:00,03/21/2008,23:30:00,17.0,03/22/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,(null),(null),(null),991590.0,214319.0,25-44,WHITE HISPANIC,M,,40.754931,-73.973505,"(40.754931, -73.973505)",PATROL BORO MAN SOUTH,(null),25-44,WHITE,M
52057632,10/08/2008,23:00:00,10/09/2008,10:30:00,69.0,10/09/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1009332.0,172903.0,(null),(null),(null),,40.641221,-73.90962,"(40.641221, -73.90962)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,M
48289143,07/12/2008,23:00:00,07/13/2008,18:00:00,71.0,07/13/2008,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),998480.0,178406.0,(null),(null),(null),,40.656349,-73.948712,"(40.656349, -73.948712)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,M
50464004,08/19/2008,19:50:00,08/19/2008,19:53:00,83.0,08/19/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1009212.0,192148.0,(null),BLACK,F,,40.694045,-73.909981,"(40.694045, -73.909981)",PATROL BORO BKLYN NORTH,(null),18-24,WHITE HISPANIC,F
44775243,03/21/2008,15:25:00,03/21/2008,16:50:00,88.0,03/21/2008,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),993410.0,188441.0,(null),(null),(null),,40.683901,-73.966973,"(40.683901, -73.966973)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE,F
50234153,08/16/2008,02:00:00,,(null),34.0,08/18/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005201.0,253699.0,25-44,BLACK HISPANIC,M,,40.862996,-73.924253,"(40.862996, -73.924253)",PATROL BORO MAN NORTH,(null),25-44,WHITE HISPANIC,F
41567766,01/26/2008,12:30:00,02/23/2008,12:00:00,67.0,03/03/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005805.0,179120.0,25-44,BLACK,M,,40.658295,-73.92231,"(40.658295, -73.92231)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,F
49592393,08/02/2008,00:50:00,08/02/2008,01:00:00,30.0,08/02/2008,109,GRAND LARCENY,438.0,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),998935.0,239366.0,25-44,WHITE HISPANIC,F,,40.82367,-73.946939,"(40.82367, -73.946939)",PATROL BORO MAN NORTH,(null),18-24,WHITE,M
55001380,12/17/2008,14:30:00,12/17/2008,14:33:00,50.0,12/17/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1009317.0,259624.0,(null),UNKNOWN,M,,40.879247,-73.909353,"(40.879247, -73.909353)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,M
45380580,04/02/2008,16:00:00,04/02/2008,16:30:00,81.0,04/08/2008,114,ARSON,263.0,"ARSON 2,3,4",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),450,1005786.0,187335.0,(null),(null),(null),,40.680844,-73.922352,"(40.680844, -73.922352)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
47268321,06/13/2008,23:13:00,06/13/2008,23:20:00,40.0,06/13/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),774,1008836.0,237829.0,(null),UNKNOWN,(null),,40.819427,-73.911171,"(40.819427, -73.911171)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
48575303,02/21/2006,09:30:00,,(null),34.0,07/22/2008,121,CRIMINAL MISCHIEF & RELATED OF,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),1006041.0,255411.0,(null),UNKNOWN,(null),3.0,40.86769182,-73.92121361,"(40.86769182, -73.92121361)",PATROL BORO MAN NORTH,207 ST.-INWOOD,(null),UNKNOWN,D
52057978,09/21/2008,00:01:00,10/09/2008,10:00:00,90.0,10/09/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),993955.0,197517.0,(null),(null),(null),,40.708811,-73.964993,"(40.708811, -73.964993)",PATROL BORO BKLYN NORTH,(null),18-24,BLACK,M
47068757,05/04/2008,12:00:00,06/07/2008,06:00:00,24.0,06/07/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),993499.0,227675.0,(null),UNKNOWN,(null),,40.791587,-73.966597,"(40.791587, -73.966597)",PATROL BORO MAN NORTH,(null),45-64,BLACK,F
50847046,09/05/2008,16:30:00,09/05/2008,17:30:00,24.0,09/05/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),993130.0,231079.0,(null),UNKNOWN,(null),,40.80093,-73.967923,"(40.80093, -73.967923)",PATROL BORO MAN NORTH,(null),18-24,BLACK,F
38821224,02/02/2008,01:31:00,,(null),32.0,02/02/2008,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1001065.0,234581.0,(null),(null),(null),,40.810533,-73.939256,"(40.810533, -73.939256)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
44618164,03/17/2008,20:00:00,03/17/2008,22:30:00,25.0,03/18/2008,233,SEX CRIMES,170.0,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,HOSPITAL,N.Y. POLICE DEPT,0,(null),(null),(null),1000558.0,231080.0,25-44,UNKNOWN,M,,40.8009303727402,-73.9410982410066,"(40.8009303727402, -73.9410982410066)",PATROL BORO MAN NORTH,(null),45-64,BLACK,F
38460528,01/26/2008,18:57:00,,(null),79.0,01/26/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),510,1001096.0,193043.0,(null),(null),(null),,40.696522,-73.939249,"(40.696522, -73.939249)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
53874916,11/06/2008,17:15:00,,(null),73.0,11/06/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),357,1006117.0,183402.0,(null),(null),(null),,40.670047,-73.921172,"(40.670047, -73.921172)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,M
47003636,06/04/2008,17:00:00,06/04/2008,17:15:00,25.0,06/04/2008,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000682.0,232834.0,<18,BLACK,F,,40.80573611,-73.94064463,"(40.80573611, -73.94064463)",PATROL BORO MAN NORTH,(null),<18,BLACK,F
47268314,06/13/2008,18:20:00,06/13/2008,18:25:00,40.0,06/13/2008,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),833,1005674.0,234940.0,(null),(null),(null),,40.811507,-73.922606,"(40.811507, -73.922606)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
51875284,10/02/2008,10:05:00,10/02/2008,10:10:00,32.0,10/02/2008,117,DANGEROUS DRUGS,532.0,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1001231.0,241579.0,(null),(null),(null),,40.82973763,-73.93863942,"(40.82973763, -73.93863942)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
54814808,11/10/2008,12:30:00,12/10/2008,12:45:00,70.0,12/10/2008,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),994182.0,166045.0,(null),(null),(null),,40.622429,-73.964221,"(40.622429, -73.964221)",PATROL BORO BKLYN SOUTH,(null),65+,WHITE,F
49918029,08/08/2008,03:50:00,08/08/2008,04:03:00,23.0,08/08/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1001364.0,227898.0,(null),(null),(null),,40.79218684,-73.93819371,"(40.79218684, -73.93819371)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
46755800,05/25/2008,05:30:00,,(null),44.0,05/25/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1009001.0,243804.0,(null),(null),(null),,40.835827,-73.910554,"(40.835827, -73.910554)",PATROL BORO BRONX,(null),(null),WHITE HISPANIC,F
49274584,07/25/2008,22:00:00,,(null),73.0,07/27/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1005867.0,182877.0,(null),UNKNOWN,M,,40.66860542,-73.92207601,"(40.66860542, -73.92207601)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,M
47069316,06/07/2008,01:45:00,06/07/2008,01:45:00,46.0,06/07/2008,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1009238.0,251695.0,(null),(null),(null),,40.85748405,-73.90966857,"(40.85748405, -73.90966857)",PATROL BORO BRONX,(null),(null),UNKNOWN,E
49219071,07/26/2008,05:00:00,,(null),73.0,07/26/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1006163.0,184051.0,(null),(null),(null),,40.671829,-73.921004,"(40.671829, -73.921004)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,M
38636561,01/25/2008,15:00:00,01/29/2008,07:52:00,24.0,01/29/2008,341,PETIT LARCENY,357.0,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),993352.0,229417.0,(null),UNKNOWN,(null),,40.79637833,-73.96712761,"(40.79637833, -73.96712761)",PATROL BORO MAN NORTH,(null),25-44,WHITE,F
48046167,07/03/2008,17:00:00,07/05/2008,12:00:00,66.0,07/07/2008,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),993017.0,165432.0,(null),(null),(null),,40.620746,-73.968419,"(40.620746, -73.968419)",PATROL BORO BKLYN SOUTH,(null),(null),UNKNOWN,F
44667294,03/20/2008,01:20:00,,(null),44.0,03/20/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,(null),(null),(null),1005753.0,244312.0,(null),(null),(null),,40.837231,-73.922287,"(40.837231, -73.922287)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,M
55240376,12/26/2008,16:00:00,12/27/2008,13:00:00,90.0,12/27/2008,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),993464.0,195962.0,(null),UNKNOWN,(null),,40.704543,-73.966767,"(40.704543, -73.966767)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE,M
50152964,07/12/2008,15:00:00,,(null),81.0,08/17/2008,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1001423.0,190906.0,(null),(null),(null),,40.690653,-73.938073,"(40.690653, -73.938073)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
53897399,11/08/2008,15:28:00,11/08/2008,15:28:00,108.0,11/09/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005378.0,211211.0,<18,WHITE HISPANIC,M,,40.746379,-73.923748,"(40.746379, -73.923748)",PATROL BORO QUEENS NORTH,(null),18-24,WHITE HISPANIC,M
52358180,10/20/2008,07:10:00,10/20/2008,07:10:00,44.0,10/20/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1009528.0,246375.0,(null),(null),(null),,40.84288141,-73.90864028,"(40.84288141, -73.90864028)",PATROL BORO BRONX,(null),45-64,UNKNOWN,M
44667969,03/19/2008,16:40:00,03/19/2008,17:00:00,77.0,03/19/2008,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1001099.0,183758.0,(null),(null),(null),,40.67103393,-73.93926127,"(40.67103393, -73.93926127)",PATROL BORO BKLYN NORTH,(null),(null),UNKNOWN,E
37897533,01/20/2008,19:05:00,,(null),32.0,01/20/2008,340,FRAUDS,707.0,"IMPERSONATION 2, PUBLIC SERVAN",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000718.0,238846.0,(null),(null),(null),,40.822237,-73.940497,"(40.822237, -73.940497)",PATROL BORO MAN NORTH,(null),(null),UNKNOWN,E
44424772,03/07/2008,18:00:00,03/08/2008,09:30:00,88.0,03/08/2008,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),993934.0,188677.0,(null),(null),(null),,40.68454621,-73.96508321,"(40.68454621, -73.96508321)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
46784004,05/28/2008,14:50:00,05/28/2008,15:05:00,67.0,05/28/2008,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1005608.0,178950.0,(null),UNKNOWN,M,,40.657829,-73.92302,"(40.657829, -73.92302)",PATROL BORO BKLYN SOUTH,(null),<18,BLACK,M
52614479,10/24/2008,17:30:00,10/24/2008,18:00:00,90.0,10/27/2008,341,PETIT LARCENY,339.0,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,BROOKLYN,(null),PARK/PLAYGROUND,N.Y. POLICE DEPT,0,(null),(null),(null),998673.0,196292.0,(null),(null),(null),,40.70544116,-73.94797989,"(40.70544116, -73.94797989)",PATROL BORO BKLYN NORTH,(null),<18,WHITE HISPANIC,M
46833277,05/22/2008,08:11:00,,(null),24.0,05/22/2008,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),992960.0,230413.0,(null),(null),(null),3.0,40.79910212,-73.96854103,"(40.79910212, -73.96854103)",PATROL BORO MAN NORTH,103 STREET,45-64,WHITE,M
50048941,08/11/2008,21:30:00,08/11/2008,21:40:00,17.0,08/12/2008,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),992999.0,216863.0,(null),(null),(null),,40.761913,-73.968415,"(40.761913, -73.968415)",PATROL BORO MAN SOUTH,(null),18-24,WHITE,F
49619584,08/02/2008,05:00:00,,(null),40.0,08/02/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1009017.0,234112.0,18-24,BLACK,F,,40.809227,-73.910529,"(40.809227, -73.910529)",PATROL BORO BRONX,(null),18-24,BLACK,F
38085818,01/21/2008,18:55:00,01/21/2008,19:00:00,63.0,01/21/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1009331.0,166556.0,(null),(null),(null),,40.6238,-73.909648,"(40.6238, -73.909648)",PATROL BORO BKLYN SOUTH,(null),(null),UNKNOWN,M
49960245,08/08/2008,06:30:00,08/08/2008,16:00:00,40.0,08/08/2008,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1009420.0,231219.0,(null),(null),(null),,40.801285,-73.909085,"(40.801285, -73.909085)",PATROL BORO BRONX,(null),45-64,WHITE,F
44979893,03/28/2008,15:00:00,03/28/2008,15:45:00,34.0,04/01/2008,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,MANHATTAN,REAR OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1005078.0,254739.0,(null),(null),(null),,40.865851,-73.924694,"(40.865851, -73.924694)",PATROL BORO MAN NORTH,(null),<18,BLACK,F
